"MTurkCode","goal_order","goals","listNum","total_goal","goalType","affordance","approach_avoidance_R","attainability","attainment_maintenance_R","attractiveness_achievement","attractiveness_progress","basic_needs","clarity","commitment","commonality","conflict","connectedness","construal_level","control","difficulty","effort","end_state_specificity_R","external_importance","external_motivation","failure","frequency_R","ideal_motivation","identified_motivation","implementation_intention","importance","initial_time_R","instrumentality","intrinsic_motivation","introjected_motivation","meaningfulness","measurability","other_resources","ought_motivation","procrastination","regret","self_resources","social_desirability","specificity","temporal_duration","urgency","visibility"
"A2B0FLA55RH047",2,"improving physical health",4,4,"recurrance",4,5,10,3,7,6,7,7,6,7,2,4,2,6,4,4,2,5,2,3,1,7,7,5,6,6,5,2,4,7,4,7,5,4,6,7,7,5,3,3,6
"A2B0FLA55RH047",3,"planning for potential move within next few months",4,4,"short-term",4,7,10,7,6,6,6,6,7,5,2,7,6,5,4,3,3,NA,5,1,2,6,7,6,7,6,7,3,5,6,4,6,4,2,7,6,5,6,3,4,5
"A2B0FLA55RH047",4,"fostering relationship with girlfriend",4,4,"recurrance",3,5,9,2,7,7,7,7,7,7,2,4,3,3,3,6,1,NA,1,1,1,7,7,5,7,6,6,5,5,7,3,6,1,1,7,7,7,2,3,3,4
"A2O2Q0LVWOWJ1G",1,"I would like to lose weight and become physically fit over the next three months. ",4,4,"long-term",4,7,6,6,6,7,7,7,6,7,1,1,6,7,4,5,1,4,5,2,2,7,7,7,7,5,4,3,2,5,6,2,1,3,5,6,6,5,4,3,4
"A2O2Q0LVWOWJ1G",2,"I would like to research on how to invest money and then actually invest money in the next three months. ",4,4,"short-term",7,7,9,7,5,6,5,3,7,3,1,4,6,7,6,1,1,5,5,1,2,6,7,4,7,6,6,1,3,7,4,3,1,7,7,2,7,6,4,4,6
"A2O2Q0LVWOWJ1G",3,"I would like to save at least two hundred dollars in the next month.",4,4,"short-term",3,7,5,7,7,7,7,6,7,7,3,2,5,7,7,1,3,2,5,3,2,7,7,5,7,6,5,1,3,5,7,1,1,7,7,6,7,6,2,6,1
"A2O2Q0LVWOWJ1G",4,"I would like to clean out my garage over the next month. ",4,4,"short-term",7,7,8,7,6,6,5,6,7,5,1,1,2,7,4,3,3,6,3,3,2,7,7,6,6,8,1,1,4,3,7,2,1,6,7,6,5,7,2,6,7
"A160L76BFKQQ1Q",1,"is two make a $100 to $200 i n the stock market in the next 3 mo.",3,3,"recurrance",7,7,8,7,7,7,7,7,7,5,4,6,3,7,7,6,1,5,1,1,1,7,7,6,7,5,7,7,1,7,6,4,1,7,3,7,7,6,3,7,1
"A160L76BFKQQ1Q",2,"my goal will beto get a xbox series s in the next  3 mo.",3,3,"short-term",4,7,7,1,5,5,4,7,5,6,2,3,4,7,4,4,1,1,1,2,1,4,4,7,5,5,3,7,1,4,7,1,1,4,4,7,4,5,3,4,4
"A160L76BFKQQ1Q",3,"my goal is to be in beeter health in the next 3 mo.",3,3,"recurrance",7,1,6,7,7,7,7,6,4,7,6,6,7,7,7,7,1,NA,7,3,1,7,7,7,7,8,7,7,7,7,6,7,1,7,7,7,7,7,3,7,6
"AJQ71YIGY01HZ",1,"Lose weight",2,2,"long-term",6,7,11,7,6,6,6,6,6,6,1,1,4,6,4,6,3,3,1,2,2,6,5,6,6,7,6,3,6,6,6,6,1,2,6,6,6,6,3,4,6
"AJQ71YIGY01HZ",2,"Pay off this house",2,2,"long-term",5,7,2,7,7,7,7,6,7,7,1,3,7,6,6,7,3,7,1,1,2,7,7,7,7,7,7,3,1,6,7,6,1,1,7,6,7,6,4,6,6
"A2YVAWO75X8R78",1,"My goal is to loose weight, the ultimate goal is at  least 60 lbs.",5,8,"long-term",6,7,5,7,7,7,6,5,7,5,1,4,6,7,7,6,3,5,5,1,NA,5,7,3,7,6,4,1,5,3,5,7,3,3,7,5,6,7,3,5,4
"A2YVAWO75X8R78",2,"My goal is to exercise at least 4x a week.",5,8,"recurrance",6,6,9,1,6,6,7,7,7,6,1,5,2,7,6,4,3,5,5,3,1,5,7,3,6,8,6,5,6,4,7,7,5,4,6,7,6,7,4,5,4
"A2YVAWO75X8R78",3,"My goal is to be more tolerant and loving towards my husband.",5,8,"recurrance",6,7,8,1,6,6,5,5,7,6,2,2,6,6,4,3,1,7,4,3,1,7,7,7,7,8,6,7,2,7,4,7,3,4,7,7,6,3,4,5,4
"A2YVAWO75X8R78",4,"My goal is to eat healthier over these next few months, to include more fruits and veggies.",5,8,"recurrance",6,6,6,6,4,4,6,5,5,5,1,5,2,6,7,2,1,4,3,3,1,5,5,3,6,4,6,3,3,1,4,7,3,3,4,5,5,4,4,5,4
"A2YVAWO75X8R78",5,"My goal is to earn at least $70 weekly with MTurk each and every week.",5,8,"recurrance",6,NA,7,1,4,4,2,6,4,1,1,1,NA,7,4,3,3,5,2,2,1,4,5,5,4,4,1,1,6,3,7,2,3,7,5,5,4,6,2,4,2
"A2HJYX70UQW9XR",1,"My goal is to lose 15 pounds in the next three months.",5,4,"short-term",6,7,6,6,5,4,6,5,5,6,2,2,2,7,4,3,3,4,5,3,2,6,6,4,6,6,4,2,5,5,6,3,4,5,6,6,6,7,3,4,3
"A2HJYX70UQW9XR",2,"My goal is to limit my sugar consumption",5,4,"recurrance",5,1,7,3,4,4,6,5,5,6,1,5,4,7,5,2,1,3,3,3,1,6,5,5,4,8,4,2,4,3,4,3,3,4,4,5,4,2,4,4,2
"A2HJYX70UQW9XR",3,"My goal is to become more organized",5,4,"long-term",5,7,5,4,6,5,5,5,4,4,2,2,4,7,5,2,1,NA,6,3,1,6,5,5,5,8,3,2,6,3,3,3,6,6,6,4,7,2,4,5,2
"A2HJYX70UQW9XR",4,"My goal is to reduce my meat consumption",5,4,"recurrance",6,2,8,5,5,5,6,6,6,4,1,4,3,6,4,4,1,NA,4,1,1,5,5,6,4,6,4,2,5,4,5,3,3,3,5,5,5,3,4,5,4
"A2HJYX70UQW9XR",5,"My goal is to improve my grooming habits",5,4,"recurrance",3,6,9,3,4,5,5,7,5,5,3,2,2,7,3,2,1,NA,6,3,1,5,5,6,4,6,4,2,6,3,4,5,6,5,6,7,6,2,4,4,4
"AY5QPUSEADPBG",1,"My goal is to complete my crocheted wall hanging in 3 months.",2,2,"short-term",5,7,9,7,7,7,7,7,7,1,4,4,7,7,4,6,3,1,1,1,2,7,7,7,7,4,4,7,1,7,7,1,1,4,7,7,4,7,3,7,4
"AY5QPUSEADPBG",2,"My goal is to practice the keyboard everyday.",2,2,"recurrance",3,7,6,1,7,7,7,5,7,7,5,4,7,7,7,3,1,3,1,3,1,7,7,6,7,7,4,7,7,7,7,5,1,5,7,6,7,6,4,7,7
"A1QT7BQZVOBSY0",1,"I want to regularly save at least 400 dollars every month for 2021.. I ",4,4,"recurrance",6,7,10,5,7,7,7,7,7,5,1,1,4,6,6,5,3,2,5,3,1,4,7,6,7,6,5,3,2,3,7,2,1,3,6,6,6,7,3,7,1
"A1QT7BQZVOBSY0",2,"My goal is to paint the fascia on my home by May.",4,4,"short-term",4,6,10,7,6,6,2,6,6,3,3,NA,4,7,6,5,1,1,5,1,2,4,6,6,6,6,4,2,5,4,7,1,1,4,6,6,4,7,3,4,4
"A1QT7BQZVOBSY0",3,"I have a goal of practicing my guitar 3 times a week by the end of April.",4,4,"recurrance",6,6,8,2,6,5,5,5,5,4,1,5,3,7,4,3,3,1,1,1,1,6,5,4,4,4,4,6,1,1,7,4,1,5,5,5,4,7,2,3,1
"A1QT7BQZVOBSY0",4,"I am trying to make a consistant habit of reading my Bible every morning within the next 2 months.",4,4,"recurrance",7,4,10,5,7,7,7,7,7,3,1,2,6,7,4,5,3,7,3,3,1,7,7,7,7,6,4,5,6,7,7,4,1,5,7,7,5,7,3,5,1
"A1ADAWW4IHPCQ7",1,"My goal is to paint the outside of my house, within six months.  I paint a side a year, and I have two sides left.",3,3,"long-term",5,7,11,6,6,6,6,7,7,2,4,3,4,7,4,7,NA,5,6,1,1,3,6,7,7,8,4,1,2,3,7,6,2,3,7,7,7,7,3,4,6
"A1ADAWW4IHPCQ7",2,"My goal is to lose 20 lbs within four months, by working out 5 days a week, for at least 30 minutes a day.",3,3,"recurrance",5,7,8,4,7,7,6,6,6,7,2,5,5,7,7,4,3,7,2,2,2,5,7,7,6,6,6,1,5,3,6,7,4,5,7,6,6,7,3,5,7
"A1ADAWW4IHPCQ7",3,"My goal is to change careers and start my own business, within the next 1 year.",3,3,"long-term",3,5,6,6,6,6,6,5,6,4,3,2,6,7,7,4,3,7,1,1,2,6,6,2,6,8,6,5,2,4,4,5,1,4,6,6,5,4,4,3,6
"A15VI0QFR2YO50",1,"My goal is to clear office backlog of cases in the next three months",2,2,"short-term",7,1,11,1,6,6,4,7,7,7,1,4,7,7,7,7,1,7,7,1,1,7,7,7,7,6,7,4,1,7,4,7,7,1,7,7,7,7,3,7,7
"A15VI0QFR2YO50",2,"My next goal is to go through every room in my and prepare items        to go to Goodwill",2,2,"short-term",5,7,11,1,6,6,7,7,7,7,1,4,7,7,7,6,1,4,7,1,1,7,7,7,7,5,6,1,1,7,6,4,1,4,4,7,4,7,3,4,4
"A3OLRWACCCCUTU",1,"My goal is to have my house ready to put on the market by May 1",5,6,"short-term",7,7,9,7,6,6,2,7,7,1,2,7,2,5,4,7,2,7,1,1,2,5,7,7,7,6,6,2,1,4,7,7,1,2,7,7,5,7,3,6,7
"A3OLRWACCCCUTU",2,"My goal is to complete the second level of Rosetta Stone Spanish by June 30",5,6,"short-term",4,7,7,7,5,4,1,6,4,3,3,1,1,7,4,4,1,1,1,1,2,4,5,5,4,4,1,5,1,1,7,6,1,3,4,7,6,7,3,1,5
"A3OLRWACCCCUTU",3,"My goal is to walk for 90 minutes a day 5 days a week",5,6,"recurrance",5,7,9,7,5,5,7,7,6,5,4,5,2,6,5,7,3,4,1,2,1,5,7,6,7,7,4,4,2,2,7,7,1,3,6,7,7,7,4,4,5
"A3OLRWACCCCUTU",4,"My goal is to eat an average of 1,400 calories a day each week",5,6,"recurrance",5,7,5,3,6,6,7,6,6,6,4,6,2,7,7,6,3,2,1,3,1,4,7,5,7,8,5,1,3,4,7,4,1,3,7,7,7,7,4,6,3
"A3OLRWACCCCUTU",5,"My goal is to find an apartment in the Clearwater area by April 30",5,6,"short-term",6,7,10,7,7,7,5,7,7,2,3,7,3,7,3,5,3,7,1,1,2,6,7,7,7,6,6,6,1,1,7,7,1,1,7,7,7,7,2,7,7
"A2196WCNDZULFS",1,"My goal is to get every room of the house clean and organized by the end of summer.",3,3,"long-term",6,6,8,6,7,6,5,7,7,7,2,4,5,3,7,4,NA,4,2,3,NA,7,7,6,7,8,5,2,3,7,7,4,1,6,7,7,7,6,3,6,6
"A2196WCNDZULFS",2,"My goal is to lose at least eight pounds each month until I am at my goal weight.",3,3,"long-term",5,6,5,5,7,7,6,6,7,7,2,2,6,6,7,3,3,5,2,3,NA,7,7,6,7,8,6,2,3,7,7,4,1,6,7,5,7,7,NA,7,3
"A2196WCNDZULFS",3,"My goal is to pay a large amount on a credit card debt each month, and keep doing that until each credit card is payed off.",3,3,"long-term",4,6,7,NA,7,7,6,6,7,7,2,3,6,5,7,4,1,7,3,3,1,7,7,6,7,8,7,1,5,7,7,4,3,3,7,5,7,5,NA,7,6
"ADJ9I7ZBFYFH7",1,"My goal is to do ten pullups in a row in three months.",3,4,"short-term",6,7,6,6,6,5,2,7,6,3,1,7,1,7,6,5,3,1,1,1,2,4,4,7,5,6,3,7,1,3,7,1,1,4,4,7,6,7,3,2,3
"ADJ9I7ZBFYFH7",2,"My goal is to save $3000 in three months.",3,4,"short-term",7,7,8,7,5,5,6,7,6,7,1,6,3,5,4,2,3,3,4,1,2,6,7,7,6,1,7,2,5,6,7,6,4,5,6,7,7,7,3,4,4
"ADJ9I7ZBFYFH7",3,"My goal is to drink alcohol no more than twice per week.",3,4,"recurrance",6,1,7,3,4,4,6,7,5,6,1,4,1,7,4,2,2,3,2,3,1,6,6,5,5,4,6,1,5,5,7,6,4,6,5,7,7,6,NA,2,2
"A255RBA8P0K0XV",1,"My goal is to invest $100 in each cryptocurrency on the market within the next 9 months.",5,3,"recurrance",6,6,10,3,5,4,6,6,6,3,3,4,7,7,3,6,2,6,2,1,1,6,6,6,6,6,6,7,5,6,6,4,5,2,6,6,4,6,3,5,4
"A255RBA8P0K0XV",2,"My goal is to workout and have a more fit body by summer.",5,3,"long-term",4,7,9,2,5,5,6,6,7,6,3,4,7,7,5,6,3,6,6,2,1,6,6,6,6,7,6,5,6,6,6,6,6,3,6,6,6,6,3,6,6
"A255RBA8P0K0XV",3,"My goal is to maintain my healthy breakfast diet for the remaining 9 months.",5,3,"recurrance",5,6,10,1,5,5,6,6,6,5,2,6,5,6,2,4,1,5,5,3,1,6,6,5,6,7,5,4,2,6,5,5,6,2,4,5,6,3,4,6,3
"A255RBA8P0K0XV",4,"My goal in 6 months is to build a stronger immune system.",5,3,"recurrance",5,7,8,2,6,4,6,6,7,2,3,5,6,7,4,6,3,6,3,2,1,6,6,6,7,6,5,5,5,6,5,6,5,3,6,6,5,6,4,6,4
"A255RBA8P0K0XV",5,"My goal is 6 months is to travel to more countries.",5,3,"long-term",4,7,6,6,6,6,5,6,6,6,4,6,6,5,4,7,3,6,6,3,2,6,6,6,6,8,6,7,6,7,6,6,6,2,5,6,7,6,3,5,6
"A3NKNOE5HIXXL",1,"My goal is to graduate with my masters degree in May.",3,2,"short-term",5,7,11,7,7,7,2,7,7,5,2,3,3,7,7,7,1,4,5,1,2,5,7,7,7,8,7,1,1,6,6,6,1,7,7,6,6,6,3,7,7
"A3NKNOE5HIXXL",2,"My goal is to lose weight.",3,2,"long-term",5,7,8,1,NA,7,7,5,5,6,2,5,6,7,7,5,1,7,1,3,1,6,5,3,6,8,7,5,5,4,7,6,1,7,4,5,7,2,3,5,4
"A3NKNOE5HIXXL",3,"My goal is to exercise at least 4 times a week.",3,2,"long-term",3,7,6,1,7,7,7,5,4,6,2,5,1,7,7,7,3,5,2,3,1,6,7,5,5,5,7,1,2,7,7,4,1,7,5,6,6,6,3,5,1
"A2IJEKMVEHQ90W",1,"TI want to be able exercise for 3-5 times a week",5,2,"recurrance",6,7,10,1,6,6,7,6,7,7,2,7,7,7,6,7,3,6,5,3,1,7,6,6,7,8,6,7,1,6,5,7,6,6,6,5,5,7,4,6,2
"A2IJEKMVEHQ90W",2,"I want to be able to completely clean my closet",5,2,"long-term",5,3,8,5,1,6,2,7,4,NA,5,2,5,5,5,7,3,5,3,3,2,2,6,5,5,7,4,6,7,5,3,1,2,6,6,1,5,7,3,2,6
"A2IJEKMVEHQ90W",3,"I need to be able to save some money",5,2,"recurrance",3,5,2,1,1,5,3,7,2,7,6,2,3,6,6,4,2,7,6,3,1,2,3,3,7,8,7,1,2,6,6,1,6,5,1,6,7,5,4,1,1
"A2IJEKMVEHQ90W",4,"I hope to Eat a vegetable or two everyday",5,2,"recurrance",5,6,9,1,6,5,2,7,6,2,3,1,2,7,2,7,NA,7,6,2,1,5,7,5,7,8,6,4,1,2,5,6,7,1,4,1,7,5,4,1,5
"A2IJEKMVEHQ90W",5,"I would love to finally finish a show",5,2,"long-term",4,4,5,7,4,6,1,1,2,7,2,1,2,7,4,3,3,7,1,3,1,2,2,5,3,5,3,7,1,3,3,7,1,5,1,6,6,4,2,1,6
"A3VZUPCZB4Q9XW",1,"Pay down Debt- personally pay $100+ of Mturk revenue per month to debt, ongoing.",5,6,"recurrance",5,5,10,3,5,5,5,6,6,2,3,6,3,6,4,5,2,5,2,1,1,3,6,6,5,7,6,2,2,4,7,4,2,2,6,6,3,6,4,3,4
"A3VZUPCZB4Q9XW",2,"Build a social media presence for my print on demand business, stalled at 233 followers would like 300 by 3 months ",5,6,"long-term",4,5,6,5,6,5,3,5,5,2,3,6,2,6,6,4,3,4,5,3,2,3,5,3,4,8,5,2,3,3,5,4,2,3,3,4,3,5,4,3,2
"A3VZUPCZB4Q9XW",3,"Have 300 designs available and uploaded for my print on demand business- currently 194 should have an additional 50 in 3 months, to hit my goal by the end of the year.",5,6,"long-term",4,6,8,6,4,4,3,5,4,2,2,6,3,6,3,3,3,2,3,1,2,3,3,4,4,6,5,3,5,5,6,3,2,4,4,6,4,6,3,2,2
"A3VZUPCZB4Q9XW",4,"Loose 30 lbs, I would like to be down 10lbs in three months and hit my goal by the end of the year.",5,6,"long-term",5,7,4,6,6,4,3,5,4,6,4,2,5,6,3,4,3,4,4,3,2,5,5,4,5,8,2,2,5,5,5,6,4,4,6,6,3,5,4,3,4
"A3VZUPCZB4Q9XW",5,"Average $7 a day on Mturk, ongoing",5,6,"recurrance",4,6,10,1,2,3,2,5,5,2,3,6,1,6,3,4,2,4,2,3,1,2,3,5,2,6,3,2,2,3,6,3,2,2,3,6,3,5,4,3,2
"A1EH9BPKYXFBS5",1,"lose 30 pounds",5,3,"short-term",4,7,10,7,6,6,7,7,7,7,4,7,3,7,5,7,3,7,1,3,1,7,7,7,7,8,7,7,1,7,7,5,1,4,7,7,7,7,3,4,5
"A1EH9BPKYXFBS5",2,"record food and exercise every day in my fitness pal",5,3,"recurrance",5,7,10,2,6,6,5,7,5,3,1,7,2,7,6,5,3,1,2,3,1,7,5,7,7,8,7,6,1,4,7,6,2,4,7,7,5,7,2,4,5
"A1EH9BPKYXFBS5",3,"every day weigh my food instead of estimating",5,3,"long-term",5,7,8,3,5,5,4,7,4,3,3,6,2,7,3,4,3,7,1,3,1,6,6,7,5,4,5,2,3,5,7,5,1,4,7,7,3,7,2,7,1
"A1EH9BPKYXFBS5",4,"make a food plan for the week when I go back to work",5,3,"recurrance",5,7,9,3,5,6,5,6,5,5,1,6,3,7,6,4,2,6,1,3,1,7,7,4,5,8,7,4,1,5,7,5,1,4,7,7,7,7,2,4,1
"A1EH9BPKYXFBS5",5,"declutter and organize the house every week",5,3,"long-term",6,7,12,7,6,6,4,7,7,5,1,4,2,7,3,4,2,5,1,2,1,7,7,7,5,8,4,4,1,7,4,7,1,4,3,7,7,7,4,3,7
"AJDHPRCJ985C7",1,"Take a walk every day.",5,4,"recurrance",7,6,9,1,6,6,7,7,6,6,3,3,NA,6,4,5,3,3,1,3,1,2,6,7,6,7,3,6,1,2,7,7,1,2,4,7,4,7,4,4,4
"AJDHPRCJ985C7",2,"Get more iron in my diet by eating at least a pound of spinach every week.",5,4,"recurrance",6,5,5,2,5,5,7,7,5,4,1,6,2,7,5,3,2,7,6,2,1,1,4,7,5,7,6,1,5,2,7,7,6,5,3,6,4,7,3,6,7
"AJDHPRCJ985C7",3,"Teach myself how to finish quilts, not just quilt tops, so I can give my dad a quilt for his birthday in two months.",5,4,"short-term",3,7,8,7,7,7,1,5,6,3,3,2,4,7,6,6,3,7,4,1,2,6,6,5,7,6,4,6,2,4,7,3,2,5,7,4,NA,7,3,5,4
"AJDHPRCJ985C7",4,"Practice French daily.",5,4,"recurrance",5,7,9,2,6,6,1,7,6,3,3,1,1,7,4,6,3,2,1,2,1,7,7,6,5,8,3,7,1,6,7,4,2,2,6,7,2,3,4,4,7
"AJDHPRCJ985C7",5,"Make noticeable progress on a needlepoint project every week.",5,4,"long-term",3,6,7,2,6,5,1,6,4,1,5,4,3,6,7,4,1,2,3,3,1,5,3,3,5,8,2,5,3,3,7,2,2,4,3,7,1,3,4,2,5
"A2NAKIXS3DVGAA",1,"My goal is to exercise at least once per week.",1,1,"recurrance",6,7,10,1,4,4,5,6,4,5,1,1,1,6,3,4,2,2,2,1,1,5,5,5,4,6,2,4,2,4,7,3,2,1,2,6,5,6,4,2,2
"A3NXT3OVGL7QNR",1,"My most important goal is to spead The Good News (God's Word) in order to bring people to Jesus Christ for salvation. To make this goal happen, I need to become a better example of a Christian; a better representative of Christ. ",1,2,"long-term",4,7,10,4,7,7,4,6,7,3,1,3,7,4,7,5,1,5,1,1,1,7,7,3,7,8,6,4,4,7,6,4,1,4,7,6,4,7,3,7,4
"A2ESBX4C2Q6TQY",1,"I want to stop smoking in the next couple of weeks.",5,5,"short-term",4,7,9,7,7,7,7,7,7,7,1,7,3,7,7,6,NA,7,6,3,2,7,7,7,7,7,7,1,1,1,7,6,5,7,7,7,7,7,2,7,4
"A2ESBX4C2Q6TQY",2,"I want to lose weight over the course of the next year",5,5,"long-term",4,7,10,3,7,7,7,6,6,7,1,4,4,7,7,4,NA,7,5,3,1,7,7,5,7,8,6,1,1,2,7,6,2,7,7,6,7,5,3,5,7
"A2ESBX4C2Q6TQY",3,"I want to declutter my house within the next three months.",5,5,"long-term",7,7,6,7,6,6,6,7,7,7,1,1,2,2,6,2,NA,7,6,3,1,1,7,6,6,6,1,6,1,1,7,7,5,7,6,7,7,7,3,5,7
"A2ESBX4C2Q6TQY",4,"I want to start paying off my bills over the course of the next year",5,5,"long-term",6,7,8,7,7,7,7,6,7,7,1,7,6,2,6,3,1,3,1,3,1,7,7,2,7,8,7,5,1,7,7,5,1,2,7,5,7,6,4,6,7
"A2ESBX4C2Q6TQY",5,"My goal is to start putting $50 a week into the savings account starting this Friday.",5,5,"recurrance",7,7,12,7,5,5,7,7,7,7,1,1,4,7,1,1,3,1,1,1,1,6,7,7,7,4,1,5,1,7,7,7,1,1,7,7,7,7,1,6,2
"A36ZURENFWTYOZ",1,"I have a goal of bench pressing 405 pounds.  I would like to continue progressing towards that goal.  My current maximum is 315 pounds.",5,7,"long-term",4,7,10,4,7,7,4,7,7,2,1,4,1,7,7,6,3,1,1,3,2,2,5,7,5,8,2,7,1,2,7,4,1,2,5,7,7,7,4,3,1
"A36ZURENFWTYOZ",2,"I plan to apply to the United States Air Force.  I would like to study more for the entrance exam.",5,7,"long-term",5,7,8,2,6,4,6,6,6,1,2,4,3,7,4,4,1,5,1,1,1,5,6,6,5,7,7,1,1,4,4,2,1,3,5,6,5,6,3,5,2
"A36ZURENFWTYOZ",3,"I want to finish the landscaping at my mother's house.  I would like to complete the fencing and plant more greenery.",5,7,"short-term",5,7,10,4,6,6,1,7,7,1,3,1,1,6,6,7,3,4,5,1,2,1,6,6,6,7,1,2,2,2,7,6,3,4,7,6,4,7,2,5,4
"A36ZURENFWTYOZ",4,"I would like to read at least one book every month.",5,7,"recurrance",6,7,6,NA,6,6,2,6,4,7,1,2,1,7,4,4,3,4,1,3,1,5,7,7,4,6,5,5,1,3,7,3,1,5,3,6,7,7,3,2,1
"A36ZURENFWTYOZ",5,"I would like to get back into the workforce.  I have been out of work for a year, due to the pandemic.  I am actively seeking a position.",5,7,"short-term",6,7,8,7,7,6,7,5,7,7,1,2,2,1,6,6,NA,7,6,2,2,3,7,6,7,7,7,1,7,5,5,5,4,1,7,4,7,5,3,7,4
"A2LU3430Q972IN",1,"My goal is not eat any bread for the next two months, in order to lose ten pounds",3,3,"short-term",4,7,9,4,7,6,7,5,7,4,2,1,5,7,7,5,1,3,4,2,NA,4,7,7,7,4,5,4,5,3,4,3,1,3,4,7,5,7,3,6,4
"A2LU3430Q972IN",2,"My goal is to perfect my charcoal soap formula before the end of April 2021",3,3,"short-term",5,7,11,4,6,6,1,6,7,4,1,4,1,4,6,6,NA,4,1,1,1,1,7,6,7,2,7,4,1,3,7,7,5,1,7,7,4,7,2,7,6
"A2LU3430Q972IN",3,"My goal is make $500 on Amazon Turk by the end of May 2021",3,3,"short-term",5,4,11,4,5,6,1,7,4,3,2,4,1,7,4,4,3,4,1,1,NA,1,5,6,4,1,2,4,1,1,7,1,1,3,3,7,4,7,3,4,1
"A21ZYTE6WOKUA",1,"My goal is to save money for my upcoming vacation",4,2,"long-term",7,1,9,7,7,7,7,7,7,7,1,1,4,7,4,7,1,7,4,1,1,7,7,7,7,5,7,7,4,7,7,7,7,1,5,7,7,7,3,1,7
"A21ZYTE6WOKUA",2,"my goal is to find a new apartment",4,2,"long-term",7,4,9,4,7,7,1,7,7,7,1,3,7,7,7,7,3,7,7,2,2,7,7,7,7,8,7,7,1,7,7,7,7,7,4,5,7,7,4,4,1
"A21ZYTE6WOKUA",3,"my goal is to get my son his dream car on his 18th birthday",4,2,"long-term",1,7,8,5,7,7,7,4,7,7,4,1,4,7,7,7,NA,7,1,3,2,7,7,7,7,8,7,1,7,7,7,7,7,4,4,7,3,7,4,1,4
"A21ZYTE6WOKUA",4,"my goal is to pay off my mortgage ",4,2,"short-term",7,4,10,1,7,7,1,7,7,7,5,4,7,4,7,7,NA,7,7,1,2,7,7,7,7,8,7,1,1,7,7,7,7,4,7,7,7,7,3,7,1
"A1B5SSGMTAQ9B5",1,"My goal is to lose 20 lbs",2,2,"short-term",5,2,6,6,6,6,4,6,5,7,1,5,5,7,6,4,3,1,1,3,1,5,7,5,5,7,2,2,4,5,7,3,2,6,4,3,5,7,3,6,5
"A1B5SSGMTAQ9B5",2,"My goal is to find a new job.",2,2,"short-term",4,7,7,6,4,4,5,6,5,5,5,3,5,6,4,5,NA,5,4,3,2,5,6,5,6,7,3,5,5,5,6,5,2,4,7,5,5,6,3,5,6
"A2CYMT8T33U6EE",1,"Exercise at least 4 times a week.",5,4,"recurrance",6,7,9,1,6,6,7,7,6,6,3,4,3,7,7,4,2,1,1,3,1,6,7,7,6,5,3,5,1,4,7,4,1,4,6,7,6,6,4,5,4
"A2CYMT8T33U6EE",2,"Eat healthier meals.",5,4,"recurrance",6,7,8,1,6,6,7,7,6,7,1,3,3,7,7,4,1,1,2,3,1,5,7,7,6,6,3,1,1,2,7,6,1,4,6,7,7,6,4,6,5
"A2CYMT8T33U6EE",3,"Make at least $100 average weekly.",5,4,"recurrance",7,7,11,1,6,6,6,7,7,6,5,5,6,6,4,7,2,NA,5,2,1,6,6,7,6,6,7,1,4,6,6,6,1,2,6,7,7,6,3,4,7
"A2CYMT8T33U6EE",4,"Work more in the garden.",5,4,"recurrance",7,7,10,2,7,7,5,7,7,1,4,1,3,6,7,5,1,NA,5,3,1,7,6,7,7,4,3,7,5,7,4,7,6,4,7,7,7,6,3,7,7
"A2CYMT8T33U6EE",5,"Save at least $500 per month.",5,4,"recurrance",4,7,9,2,6,6,7,7,7,7,1,5,7,5,6,4,2,NA,7,3,1,2,7,7,7,7,6,1,2,3,7,7,5,5,6,6,7,7,4,7,7
"A3BE3KXD518TZ4",1,"I am working to save at least 200 dollars a month.",3,3,"short-term",5,6,9,3,6,6,7,7,7,5,3,4,6,7,5,6,1,3,3,2,1,3,7,6,7,7,6,5,7,6,7,4,1,3,7,5,6,7,4,7,3
"A3BE3KXD518TZ4",2,"My goal is to continue improving my physical fitness and activity level.",3,3,"recurrance",7,7,9,4,6,7,7,7,7,7,1,1,4,7,5,7,1,7,3,2,1,7,7,7,7,6,5,7,6,6,6,7,3,2,7,7,7,6,4,7,7
"A3BE3KXD518TZ4",3,"I am working toward earning additional graduate level credits to reach the next pay level at work.",3,3,"long-term",7,NA,6,7,7,6,4,7,7,4,1,5,7,7,6,4,2,6,4,1,2,7,7,5,7,8,7,6,1,4,5,7,7,4,7,7,7,7,4,5,7
"A3QSFE6GKO157S",1,"My goal is to go for a run at least three times a week.",2,2,"recurrance",7,7,9,1,6,6,7,7,6,5,1,7,2,7,5,5,2,1,1,3,1,6,5,5,6,6,5,1,1,4,7,4,1,4,6,6,6,7,4,5,1
"A3QSFE6GKO157S",2,"My goal is to lose weight over the next three months.",2,2,"recurrance",6,7,9,2,6,6,7,7,6,7,1,7,2,7,6,5,1,1,1,3,1,7,7,6,7,8,6,1,1,4,7,4,1,4,5,6,7,7,3,6,1
"A3CAF7LTD3ORSG",1,"My goal is to lose 10 pounds in the next 3 months",3,3,"short-term",5,7,10,7,6,6,5,5,7,5,2,6,5,6,3,4,2,1,1,1,2,4,6,6,7,1,6,6,4,5,6,4,2,1,6,7,4,7,3,5,1
